#pathway ID	pathway description	observed gene count	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
00590	Arachidonic acid metabolism	10	0.000816	ENSP00000248923,ENSP00000252945,ENSP00000262033,ENSP00000295256,ENSP00000354612,ENSP00000356436,ENSP00000356438,ENSP00000363512,ENSP00000373477,ENSP00000407375	ALOX5,CYP2E1,GGT1,GPX1,GPX3,HPGDS,PLA2G4A,PTGES3,PTGS1,PTGS2
04623	Cytosolic DNA-sensing pathway	10	0.000816	ENSP00000216797,ENSP00000226574,ENSP00000247470,ENSP00000258743,ENSP00000263341,ENSP00000276927,ENSP00000369213,ENSP00000369554,ENSP00000369581,ENSP00000384273	DDX58,IFNA1,IFNA2,IFNB1,IL1B,IL6,NFKB1,NFKBIA,PYCARD,RELA
04916	Melanogenesis	13	0.000816	ENSP00000225512,ENSP00000251849,ENSP00000260600,ENSP00000264708,ENSP00000265165,ENSP00000288135,ENSP00000305355,ENSP00000309845,ENSP00000324806,ENSP00000344456,ENSP00000368683,ENSP00000381412,ENSP00000444972	ADCY3,CAMK2A,CTNNB1,EDN1,GSK3B,HRAS,KIT,LEF1,POMC,PRKCB,RAF1,TCF7L2,WNT3
04360	Axon guidance	15	0.000937	ENSP00000234310,ENSP00000245323,ENSP00000265371,ENSP00000309845,ENSP00000314458,ENSP00000317272,ENSP00000324806,ENSP00000341189,ENSP00000348461,ENSP00000361423,ENSP00000378306,ENSP00000378323,ENSP00000379140,ENSP00000400175,ENSP00000422591	ABL1,CDC42,CXCL12,EFNB2,GSK3B,HRAS,MET,NRP1,PPP3CA,PPP3CB,PPP3R1,PTK2,RAC1,RHOA,SLIT2
04022	cGMP-PKG signaling pathway	17	0.00159	ENSP00000234310,ENSP00000250971,ENSP00000251849,ENSP00000260600,ENSP00000263967,ENSP00000270202,ENSP00000275364,ENSP00000297494,ENSP00000303830,ENSP00000304895,ENSP00000306124,ENSP00000353452,ENSP00000365016,ENSP00000369960,ENSP00000378306,ENSP00000378323,ENSP00000400175	ADCY3,ADRA1A,AKT1,GNA12,INS,INSR,IRS1,IRS2,MYLK,NOS3,PIK3CA,PPP3CA,PPP3CB,PPP3R1,PRKCE,RAF1,RHOA
05217	Basal cell carcinoma	9	0.00159	ENSP00000225512,ENSP00000233607,ENSP00000262320,ENSP00000265165,ENSP00000269305,ENSP00000296575,ENSP00000324806,ENSP00000344456,ENSP00000444972	APC2,AXIN1,CTNNB1,GSK3B,HHIP,LEF1,TCF7L2,TP53,WNT3
00232	Caffeine metabolism	3	0.00186	ENSP00000286479,ENSP00000301141,ENSP00000342007	CYP1A2,CYP2A6,NAT2
04114	Oocyte meiosis	13	0.00187	ENSP00000216225,ENSP00000234310,ENSP00000250971,ENSP00000256442,ENSP00000260600,ENSP00000262643,ENSP00000268035,ENSP00000302665,ENSP00000363822,ENSP00000368884,ENSP00000378306,ENSP00000378323,ENSP00000381412	ADCY3,AR,CAMK2A,CCNB1,CCNE1,IGF1,IGF1R,INS,PPP3CA,PPP3CB,PPP3R1,RBX1,RPS6KA3
04020	Calcium signaling pathway	18	0.00189	ENSP00000234310,ENSP00000255380,ENSP00000257290,ENSP00000260600,ENSP00000260766,ENSP00000275493,ENSP00000297494,ENSP00000305355,ENSP00000313681,ENSP00000321326,ENSP00000327251,ENSP00000332549,ENSP00000337459,ENSP00000353452,ENSP00000369960,ENSP00000378306,ENSP00000378323,ENSP00000381412	ADCY3,ADRA1A,CAMK2A,CHRM3,EGFR,F2R,GRIN2A,MYLK,NOS1,NOS2,NOS3,PDGFRA,PLCE1,PPP3CA,PPP3CB,PPP3R1,PRKCB,SPHK1
04730	Long-term depression	9	0.00227	ENSP00000251849,ENSP00000268035,ENSP00000275364,ENSP00000288602,ENSP00000302665,ENSP00000305355,ENSP00000309845,ENSP00000337459,ENSP00000356436	BRAF,GNA12,HRAS,IGF1,IGF1R,NOS1,PLA2G4A,PRKCB,RAF1
04971	Gastric acid secretion	10	0.00235	ENSP00000003084,ENSP00000255380,ENSP00000260600,ENSP00000263980,ENSP00000285379,ENSP00000287641,ENSP00000305355,ENSP00000331358,ENSP00000353452,ENSP00000381412	ADCY3,CA2,CAMK2A,CFTR,CHRM3,GAST,MYLK,PRKCB,SLC9A1,SST
04540	Gap junction	11	0.00251	ENSP00000251849,ENSP00000257290,ENSP00000260600,ENSP00000265171,ENSP00000275493,ENSP00000305355,ENSP00000309845,ENSP00000330382,ENSP00000339007,ENSP00000350941,ENSP00000384675	ADCY3,EGF,EGFR,GRB2,HRAS,PDGFB,PDGFRA,PRKCB,RAF1,SOS1,SRC
04727	GABAergic synapse	11	0.00251	ENSP00000023897,ENSP00000260600,ENSP00000268251,ENSP00000295454,ENSP00000300873,ENSP00000305355,ENSP00000307900,ENSP00000350941,ENSP00000386029,ENSP00000402861,ENSP00000410732	ABAT,ADCY3,GABRA1,GABRB1,GABRG2,GABRR2,GLUL,GNG8,PLCL1,PRKCB,SRC
04723	Retrograde endocannabinoid signaling	12	0.00254	ENSP00000023897,ENSP00000211287,ENSP00000229794,ENSP00000260600,ENSP00000295454,ENSP00000300873,ENSP00000305355,ENSP00000353483,ENSP00000356438,ENSP00000358511,ENSP00000386029,ENSP00000410732	ADCY3,CNR1,GABRA1,GABRB1,GABRG2,GABRR2,GNG8,MAPK13,MAPK14,MAPK8,PRKCB,PTGS2
04726	Serotonergic synapse	13	0.00254	ENSP00000251849,ENSP00000288602,ENSP00000295454,ENSP00000300873,ENSP00000305355,ENSP00000309845,ENSP00000311032,ENSP00000340684,ENSP00000354612,ENSP00000356436,ENSP00000356438,ENSP00000363512,ENSP00000367309	ALOX5,BRAF,CASP3,GABRB1,GNG8,HRAS,MAOA,MAOB,PLA2G4A,PRKCB,PTGS1,PTGS2,RAF1
05030	Cocaine addiction	8	0.00291	ENSP00000217305,ENSP00000226574,ENSP00000332549,ENSP00000340684,ENSP00000360266,ENSP00000367309,ENSP00000370571,ENSP00000384273	GRIN2A,JUN,MAOA,MAOB,NFKB1,PDYN,RELA,TH
02010	ABC transporters	7	0.00376	ENSP00000003084,ENSP00000260645,ENSP00000263817,ENSP00000265723,ENSP00000265724,ENSP00000272286,ENSP00000359478	ABCB1,ABCB11,ABCB4,ABCC2,ABCG5,ABCG8,CFTR
00982	Drug metabolism - cytochrome P450	9	0.0039	ENSP00000252945,ENSP00000301141,ENSP00000311469,ENSP00000337915,ENSP00000340684,ENSP00000342007,ENSP00000356729,ENSP00000367309,ENSP00000381607	CYP1A2,CYP2A6,CYP2E1,CYP3A4,FMO3,GSTM1,GSTP1,MAOA,MAOB
04972	Pancreatic secretion	11	0.00467	ENSP00000003084,ENSP00000255380,ENSP00000260600,ENSP00000263980,ENSP00000285379,ENSP00000305355,ENSP00000345873,ENSP00000348461,ENSP00000359594,ENSP00000359596,ENSP00000400175	ADCY3,CA2,CFTR,CHRM3,CLCA2,CLCA4,PRKCB,RAC1,RHOA,SLC26A3,SLC9A1
04146	Peroxisome	10	0.00502	ENSP00000228510,ENSP00000241052,ENSP00000260985,ENSP00000268533,ENSP00000270142,ENSP00000293217,ENSP00000327251,ENSP00000339787,ENSP00000356022,ENSP00000371517	ACOX1,ACSL4,AMACR,CAT,IDH1,MVK,NOS2,NUDT7,SOD1,SOD2
04320	Dorso-ventral axis formation	5	0.00502	ENSP00000275493,ENSP00000339007,ENSP00000364163,ENSP00000376436,ENSP00000384675	EGFR,ETS1,GRB2,NOTCH4,SOS1
04950	Maturity onset diabetes of the young	5	0.00897	ENSP00000240652,ENSP00000250971,ENSP00000312987,ENSP00000323568,ENSP00000356331	HNF4A,IAPP,INS,NR5A2,SLC2A2
00270	Cysteine and methionine metabolism	6	0.00974	ENSP00000217426,ENSP00000264709,ENSP00000274353,ENSP00000328547,ENSP00000355536,ENSP00000361280	AHCY,BHMT,DNMT3A,DNMT3B,MAT1A,MTR
01212	Fatty acid metabolism	7	0.0104	ENSP00000293217,ENSP00000304592,ENSP00000312189,ENSP00000339787,ENSP00000344789,ENSP00000359380,ENSP00000409612	ACACA,ACADM,ACOX1,ACSL4,CPT1B,FASN,SCD
04270	Vascular smooth muscle contraction	12	0.0108	ENSP00000251849,ENSP00000260600,ENSP00000275364,ENSP00000288602,ENSP00000291294,ENSP00000305355,ENSP00000306124,ENSP00000353452,ENSP00000356436,ENSP00000369960,ENSP00000384496,ENSP00000400175	ADCY3,ADRA1A,BRAF,GNA12,MYLK,PLA2G4A,PPP1R12B,PRKCB,PRKCE,PTGIR,RAF1,RHOA
00360	Phenylalanine metabolism	4	0.0116	ENSP00000215754,ENSP00000340684,ENSP00000342026,ENSP00000367309	MAOA,MAOB,MIF,PRDX6
00380	Tryptophan metabolism	6	0.0141	ENSP00000241052,ENSP00000340684,ENSP00000342007,ENSP00000367309,ENSP00000369050,ENSP00000370639	ASMT,CAT,CYP1A1,CYP1A2,MAOA,MAOB
04140	Regulation of autophagy	6	0.0141	ENSP00000229135,ENSP00000250971,ENSP00000276927,ENSP00000346148,ENSP00000369554,ENSP00000375872	ATG16L1,IFNA1,IFNA2,IFNG,INS,PRKAA1
04350	TGF-beta signaling pathway	9	0.0142	ENSP00000216225,ENSP00000221930,ENSP00000225577,ENSP00000229135,ENSP00000256759,ENSP00000260356,ENSP00000262160,ENSP00000398698,ENSP00000400175	FST,IFNG,RBX1,RHOA,RPS6KB1,SMAD2,TGFB1,THBS1,TNF
04725	Cholinergic synapse	11	0.0162	ENSP00000255380,ENSP00000260600,ENSP00000263967,ENSP00000270202,ENSP00000300873,ENSP00000305355,ENSP00000306245,ENSP00000309845,ENSP00000329623,ENSP00000371067,ENSP00000381412	ADCY3,AKT1,BCL2,CAMK2A,CHRM3,FOS,GNG8,HRAS,JAK2,PIK3CA,PRKCB
05034	Alcoholism	13	0.0164	ENSP00000080059,ENSP00000217305,ENSP00000251849,ENSP00000288602,ENSP00000300873,ENSP00000309845,ENSP00000332549,ENSP00000339007,ENSP00000340684,ENSP00000367309,ENSP00000370571,ENSP00000384675,ENSP00000401303	BRAF,GNG8,GRB2,GRIN2A,HDAC7,HRAS,MAOA,MAOB,PDYN,RAF1,SHC1,SOS1,TH
00980	Metabolism of xenobiotics by cytochrome P450	8	0.0186	ENSP00000252945,ENSP00000272167,ENSP00000301141,ENSP00000311469,ENSP00000337915,ENSP00000342007,ENSP00000369050,ENSP00000381607	CYP1A1,CYP1A2,CYP2A6,CYP2E1,CYP3A4,EPHX1,GSTM1,GSTP1
04080	Neuroactive ligand-receptor interaction	21	0.0188	ENSP00000023897,ENSP00000248076,ENSP00000255380,ENSP00000291294,ENSP00000295454,ENSP00000296677,ENSP00000307445,ENSP00000308541,ENSP00000312652,ENSP00000321326,ENSP00000328973,ENSP00000332549,ENSP00000340191,ENSP00000358511,ENSP00000363596,ENSP00000369960,ENSP00000382791,ENSP00000386029,ENSP00000394624,ENSP00000410732,ENSP00000415890	ADRA1A,CHRM3,CNR1,CNR2,F2,F2R,F2RL1,F2RL3,FPR2,GABRA1,GABRB1,GABRG2,GABRR2,GPR35,GRIK1,GRIN2A,LEP,LTB4R,OPRM1,PTGIR,TSPO
00100	Steroid biosynthesis	4	0.0201	ENSP00000220584,ENSP00000264027,ENSP00000334592,ENSP00000347717	CYP2R1,DHCR7,FDFT1,SC5DL
00983	Drug metabolism - other enzymes	6	0.0216	ENSP00000232607,ENSP00000286479,ENSP00000301141,ENSP00000337915,ENSP00000359211,ENSP00000369456	CYP2A6,CYP3A4,DPYD,ITPA,NAT2,UMPS
05032	Morphine addiction	9	0.029	ENSP00000023897,ENSP00000260600,ENSP00000295454,ENSP00000300873,ENSP00000305355,ENSP00000376609,ENSP00000386029,ENSP00000394624,ENSP00000410732	ADCY3,GABRA1,GABRB1,GABRG2,GABRR2,GNG8,GRK5,OPRM1,PRKCB
00010	Glycolysis / Gluconeogenesis	7	0.0315	ENSP00000229239,ENSP00000292432,ENSP00000319814,ENSP00000320171,ENSP00000324105,ENSP00000362413,ENSP00000364475	ENO3,FBP1,GAPDH,HK3,PCK1,PGK1,PKM
03450	Non-homologous end-joining	3	0.0328	ENSP00000313420,ENSP00000352257,ENSP00000375977	PRKDC,XRCC5,XRCC6
04977	Vitamin digestion and absorption	4	0.0371	ENSP00000236850,ENSP00000261693,ENSP00000302851,ENSP00000395653	APOA1,SCARB1,SLC23A1,SLC46A1
00350	Tyrosine metabolism	5	0.0421	ENSP00000215754,ENSP00000340684,ENSP00000354511,ENSP00000367309,ENSP00000370571	COMT,MAOA,MAOB,MIF,TH
04724	Glutamatergic synapse	10	0.0435	ENSP00000234310,ENSP00000260600,ENSP00000300873,ENSP00000305355,ENSP00000307900,ENSP00000332549,ENSP00000356436,ENSP00000378306,ENSP00000378323,ENSP00000382791	ADCY3,GLUL,GNG8,GRIK1,GRIN2A,PLA2G4A,PPP3CA,PPP3CB,PPP3R1,PRKCB
00061	Fatty acid biosynthesis	2	0.0462	ENSP00000304592,ENSP00000344789	ACACA,FASN
04973	Carbohydrate digestion and absorption	5	0.0462	ENSP00000263967,ENSP00000270202,ENSP00000292432,ENSP00000305355,ENSP00000323568	AKT1,HK3,PIK3CA,PRKCB,SLC2A2
04530	Tight junction	11	0.0481	ENSP00000257904,ENSP00000270202,ENSP00000305355,ENSP00000306124,ENSP00000309845,ENSP00000314458,ENSP00000344456,ENSP00000347379,ENSP00000350941,ENSP00000385450,ENSP00000400175	AKT1,CDC42,CDK4,CTNNB1,HRAS,MAGI1,OCLN,PRKCB,PRKCE,RHOA,SRC
04911	Insulin secretion	8	0.0493	ENSP00000250971,ENSP00000255380,ENSP00000260600,ENSP00000305355,ENSP00000323568,ENSP00000381412,ENSP00000387662,ENSP00000416293	ADCY3,CAMK2A,CHRM3,GCG,INS,PRKCB,SLC2A1,SLC2A2
05033	Nicotine addiction	5	0.0499	ENSP00000023897,ENSP00000295454,ENSP00000332549,ENSP00000386029,ENSP00000410732	GABRA1,GABRB1,GABRG2,GABRR2,GRIN2A
