node1,node2,combined_score
TNF,APOB,0.486
ALDH1A2,GAPDH,0.486
ADCY3,CAT,0.486
MMP1,NOS3,0.486
KRT8,KIT,0.486
PEX11B,CAT,0.486
ABCC2,DMD,0.486
RAC1,EGR1,0.486
TCF4,SNAI1,0.486
UMPS,MLH1,0.486
GPX1,HSPA9,0.486
XIAP,NFKBIA,0.486
PDGFRB,TSC2,0.486
VEGFA,MMP13,0.486
ME1,PCK1,0.486
TUBD1,CCNA1,0.485
ALAD,CYP7B1,0.485
CXCL2,ALOX5,0.485
CPS1,UROD,0.485
IFNB1,IL12B,0.485
RAD51B,FGFR2,0.485
SERPINA1,ORM1,0.485
SREBF2,AKT1,0.485
RRM1,MSH2,0.485
NOS2,ACLY,0.485
JUND,UMPS,0.485
ANXA5,KIT,0.485
MTRR,ACLY,0.485
CCL20,IL12B,0.485
LDLR,CD81,0.485
FGFR1OP,TRIM24,0.485
JUN,VTN,0.485
DCC,PGD,0.485
CFLAR,EGFR,0.485
PTPRC,RAC1,0.485
ALAD,CYP8B1,0.485
IFNGR1,IL27,0.485
ALAD,CYP7A1,0.485
CPS1,DDX54,0.485
PC,ENO3,0.485
STAT4,NAB1,0.485
IFNG,CCL2,0.485
CPS1,RRM2,0.485
FOS,CTSD,0.485
ACE,TIMP1,0.485
TLR4,CTLA4,0.485
CD14,HLA-DOA,0.485
FGF13,INHBA,0.485
STAT4,SOCS3,0.485
CD40,PRF1,0.485
JAG1,SNAI1,0.485
HLA-DPB1,SERPINB2,0.485
SCNN1A,TRPM7,0.485
NOS1,ACLY,0.485
RIT1,RPS6KA4,0.484
KIT,RARA,0.484
PTCH1,TGFB1,0.484
BMP7,SPARC,0.484
B3GAT1,SNAI2,0.484
MYC,YBX1,0.484
GH1,OSM,0.484
FGF2,WNT3,0.484
PC,SOD2,0.484
EGFR,WNT3,0.484
TNF,CCL20,0.484
NR0B2,XBP1,0.484
AR,KIT,0.484
CASP3,ERBB2,0.484
PRKAA1,CRTC3,0.484
PRKACB,HRAS,0.484
YBX1,GAPDH,0.484
GADD45A,RPRM,0.484
SREBF1,CYP2E1,0.483
APOE,PEPD,0.483
WT1,PDGFRB,0.483
IL10RB,STAT3,0.483
HNF4A,FGF2,0.483
PTGS2,MMP2,0.483
OAT,ERBB3,0.483
GSK3B,PPARG,0.483
COL4A2,PPOX,0.483
DLEC1,ALDH2,0.483
F2,PPP1R1A,0.483
ADH1B,HK3,0.483
RSPO3,APEH,0.483
MMP9,TMBIM1,0.483
NOS1,F3,0.483
NOP16,BTBD11,0.483
HSPA1B,ACTA2,0.483
MMP9,PDGFB,0.483
CDKN2A,SIRT1,0.483
SOD1,CP,0.483
AKT1,PLCE1,0.483
PRKCB,MAPK14,0.483
TERT,ATP5B,0.483
DPP10,RSPO3,0.483
AKT1,ABCB1,0.483
SRC,WT1,0.483
PDGFB,MMP2,0.482
MYO5B,MAP3K8,0.482
ALDH2,UMPS,0.482
ALDH1L1,UMPS,0.482
DENND1B,IL9R,0.482
EPCAM,MSH6,0.482
ACACA,RIPK2,0.482
ABAT,ALDH2,0.482
SERPINC1,C1S,0.482
ADAM17,MMP8,0.482
HP,ORM1,0.482
NOS2,CASP3,0.482
PPP1R12B,FRMD4B,0.482
IFFO2,UMPS,0.482
BMP7,JUN,0.482
PPP1R12B,C1orf106,0.482
ALDH1A1,UMPS,0.482
HLA-DPB1,ICAM1,0.482
RNF6,ALDH2,0.482
RPS6KA3,NOTCH4,0.482
TMEM132D,FABP7,0.482
TF,HNF4A,0.482
NR1H2,APOE,0.482
HSPA1A,GADD45A,0.482
RPS6KA3,GAPDH,0.482
IKBKG,TLR9,0.482
GGT1,APOB,0.481
SPIB,IKZF3,0.481
COL3A1,TIMP3,0.481
AMACR,CYP7B1,0.481
RIT1,MAPK13,0.481
CDKN2A,ACTB,0.481
ACACA,PDGFRA,0.481
SYN3,CA2,0.481
ACACA,SRMS,0.481
MAPK8,AKT1,0.481
SMAD3,COL3A1,0.481
MYC,AHR,0.481
FGF13,HIF1A,0.481
BRCA2,ABL1,0.481
CCS,ATP7A,0.481
GSK3B,NOS3,0.481
IFNGR1,STAT3,0.481
ACACA,PDGFRB,0.481
ACACA,TYK2,0.481
CD40,CYLD,0.481
PTPRC,IKZF1,0.481
FGF13,SMAD2,0.481
CARD9,NLRP3,0.481
ETS1,CD3D,0.481
MAPK8,NOS1,0.481
PUS10,TNFSF10,0.481
HFE,ATP7B,0.481
HSD17B4,HSDL2,0.481
NOTCH2,FGF4,0.481
ACACA,PDGFRL,0.481
HES1,SNAI2,0.481
WWOX,APEH,0.481
PTGS2,ADAMTS1,0.48
CXCL12,TLR4,0.48
SDHC,PPARG,0.48
GSTM1,ABCB1,0.48
CCND1,SIRT1,0.48
BCL2,THBS1,0.48
THBS1,INS,0.48
MCL1,KIT,0.48
BCAR1,CDH1,0.48
SMAD3,ALB,0.48
ETS1,MMP8,0.48
CCL5,IFNG,0.48
MME,ESR1,0.48
WWOX,GSTP1,0.48
CTNNB1,RDX,0.48
KIT,CDKN1B,0.48
AVP,IL6,0.48
CDKN2A,SFRP1,0.48
PTEN,HNF4A,0.48
VEGFA,ERBB4,0.48
DDX58,JUN,0.48
AFP,TSPO,0.48
BCL2L11,CFLAR,0.48
IGF1,TSC2,0.48
NLRP3,ALB,0.48
IL1B,APOE,0.48
NOTCH4,GAPDH,0.48
LEP,ACLY,0.48
MAPK8,PLEK,0.48
TLR9,CD80,0.48
ACTB,ALB,0.48
CDKN2A,AR,0.48
IFNA1,CSF3,0.48
WWOX,ESR1,0.48
TJP2,JUP,0.48
TLR4,MMP2,0.48
IRS2,STAT3,0.48
TH,CBR1,0.48
NR1I2,HSD17B6,0.48
CYP17A1,GSTM1,0.48
CXCR2,NFKB1,0.48
PDGFB,SERPINE1,0.48
SCD,PLIN2,0.48
GDNF,TGFB1,0.48
GDNF,IGF1,0.48
LPL,IGF1,0.48
ATG16L1,MTOR,0.48
ADH4,ACO2,0.48
SPP1,VEGFA,0.48
IKBKG,CFLAR,0.48
ERBB4,FLT1,0.48
IGFBP1,CYP19A1,0.48
SPHK1,MAPK13,0.48
CEBPB,JUND,0.48
VEGFA,AREG,0.48
SCARB1,GAPDH,0.48
CCL5,IL4,0.48
ALOX5,ALB,0.48
ALB,TRIM37,0.48
KIT,IL5,0.48
MUC2,CHRM3,0.48
SERPINA4,INS,0.48
BCL2,VCAM1,0.48
PRKAA1,AKT1,0.48
AR,NOS3,0.48
VEGFA,ACE,0.48
AXIN1,SNAI1,0.48
PTGS2,NOS3,0.48
FLT1,ERBB3,0.48
XIAP,HRAS,0.48
FOXM1,IGFBP1,0.48
EDNRB,INS,0.48
DDX58,SOCS1,0.48
TSPO,XBP1,0.48
ERBB3,SLC11A1,0.48
BCL2,RARA,0.48
MMP9,XIAP,0.48
AGT,NFKB1,0.48
CXCL12,APOE,0.48
HFE,SLC11A1,0.48
RPS6,PRKAA1,0.48
HP,LEP,0.48
NR1H4,SCARB1,0.48
JAG2,PDYN,0.48
SCD,FGF21,0.48
ALB,MSH2,0.48
CYGB,CAT,0.48
GAPDH,KEAP1,0.48
BTNL2,PTPN22,0.48
SMAD3,INS,0.48
SOCS1,IFNA1,0.48
JAK2,PLEK,0.48
TP63,MAPK14,0.48
HNF4A,HRAS,0.48
HSD11B2,LEP,0.48
CXCL1,TSPO,0.479
PTEN,BIRC3,0.479
PTCH1,IFT88,0.479
MAPK8,SOCS3,0.479
ATF3,STAT3,0.479
TNF,CXCR1,0.479
BDH1,CHN2,0.479
IL6,KRAS,0.479
CTGF,CTNNB1,0.479
ADH7,GCK,0.479
SDHA,ENO1,0.479
GAST,KNG1,0.479
PPP3CA,AVP,0.479
NOS3,PON1,0.479
JUN,TIMP2,0.479
RET,FGF2,0.479
PARK7,ACO2,0.479
STAT1,IL11,0.479
NR1H3,APOB,0.479
SOD2,ATP5H,0.479
MLH3,APEX1,0.479
MSLN,KRT7,0.479
MUTYH,ORMDL3,0.479
RUNX3,NOTCH2,0.479
PTGS2,ESR1,0.479
ICAM1,CCND1,0.479
SOD1,PSMA4,0.479
ME1,ACSL4,0.479
EGFR,COL1A1,0.479
MYC,SNAI2,0.479
FGF13,PTPRC,0.479
PEX5,AMACR,0.479
BCL2L1,TGFB1,0.479
SDHB,ENO1,0.479
ALB,TGFA,0.478
SKP2,GAPDH,0.478
PTEN,SFN,0.478
PKM,AKT1,0.478
PEX5,CPT1B,0.478
ACTB,MAPK13,0.478
PRKACB,KRAS,0.478
TSPO,IFNA1,0.478
TSPO,GCK,0.478
TNF,HSPB1,0.478
HSD17B6,LPL,0.478
HMGB2,UMPS,0.478
BRCA1,FGFR2,0.478
HIF1A,ALB,0.478
TNF,CA2,0.478
ILK,AXIN1,0.478
TXN,GLUL,0.478
SMAD4,GREM1,0.478
TNF,SREBF1,0.478
TLR4,TREM1,0.478
LCN2,ORM1,0.478
UMPS,PYGL,0.478
KDR,JAG1,0.478
PTEN,ATG5,0.478
MAPK8,KEAP1,0.478
IRS1,IL3,0.478
GPT,PC,0.478
GPX1,TAGAP,0.478
GCG,CELA3B,0.478
SYCP1,TP53,0.478
RELA,SMAD4,0.478
THBS1,APOE,0.478
ILK,INS,0.478
GSDMB,ORM1,0.478
SDHC,SMAD2,0.478
CD79B,BANK1,0.478
ETFA,SOD1,0.478
CHEK2,PIK3CA,0.478
CDKN2A,ERBB3,0.478
B3GAT1,ALB,0.478
LEP,ACTA2,0.477
PTPN22,NOD2,0.477
P2RX6,ABAT,0.477
MYC,MSH6,0.477
CDKN2A,KCNJ11,0.477
PTEN,RRM2,0.477
DNMT3A,CPA1,0.477
MLH3,HORMAD2,0.477
ALB,EPCAM,0.477
TSPO,HSD11B2,0.477
F2,CDH1,0.477
ALOX5,APOE,0.477
TAGAP,ZMIZ1,0.477
ACOX1,PEX16,0.477
WT1,NOTCH1,0.477
ATXN2,AR,0.477
SREBF1,ALB,0.477
IGF1,CDKN1A,0.477
FST,SPARC,0.477
TXN,CDKN1A,0.477
HSD3B2,SCARB1,0.477
CCS,PRDX6,0.477
ERBB2,COL1A1,0.477
AGT,MMP8,0.477
MYC,CYP19A1,0.477
TRIO,CHP1,0.477
SNAI1,HES1,0.477
CCL20,IL1A,0.477
EHMT2,SIRT7,0.477
TGFBR2,COL3A1,0.477
ITGB6,BCL2A1,0.477
EHMT2,AKT1,0.477
ICAM1,LGALS3,0.477
CCR1,ALB,0.477
RUNX3,HIC1,0.477
ALB,PGD,0.477
HORMAD2,HSF2BP,0.477
ADAM17,ADAMTS1,0.476
ICAM1,TIMP2,0.476
SMAD2,FOXA1,0.476
EHMT2,ACLY,0.476
ALB,ADCY3,0.476
HSPA1A,ENO3,0.476
NOS1,SLC23A1,0.476
PRKCB,MAPK13,0.476
CYP3A4,NAT2,0.476
TYMS,MSH2,0.476
BCAR1,TSEN34,0.476
IL8,TYMP,0.476
HSDL2,APOE,0.476
REN,SULT2A1,0.476
FHIT,DAP,0.476
PRSS3,TSPO,0.476
IL7R,IL1B,0.476
FST,GAPDH,0.476
IFNB1,TLR4,0.476
FOS,BAX,0.476
PRKCA,MAPK13,0.476
IGF2,ESR1,0.476
STAT1,PPARG,0.476
ETFA,CRYL1,0.476
NOS2,UROD,0.476
ALDH1A1,SLC5A5,0.476
HSPA9,CAT,0.476
PRKCE,MAPK13,0.476
MAPK8,CEBPB,0.476
EGFR,PLCE1,0.476
CTGF,TIMP3,0.476
RPS6,GSK3B,0.476
NOS2,SLC23A1,0.476
ALB,LBP,0.476
ILK,CAT,0.476
IL10,HP,0.476
SLC23A2,NOS2,0.476
TSPO,BCL2A1,0.476
PPP3CA,TP53,0.476
MMP9,IL1A,0.476
JUN,MYLK,0.476
PRKAA1,HADHB,0.476
RAG2,IL7R,0.476
TLR4,SERPINE1,0.476
PRNP,ALB,0.475
CYP1A1,JUN,0.475
TNF,SDHC,0.475
ALDH1L1,SLC5A5,0.475
IFFO2,SLC5A5,0.475
GLUL,INS,0.475
FGF3,NOTCH2,0.475
TTLL9,CCDC134,0.475
ERBB4,BCL2,0.475
APOE,ACTA2,0.475
TP53,FGF7,0.475
BCAR1,ALB,0.475
RAG2,STAT6,0.475
NR1I2,ABCG8,0.475
ERBB4,PTCH1,0.475
ALDH2,SLC5A5,0.475
PRKAA1,CRTC1,0.475
NR1H4,FASN,0.475
TNF,KNG1,0.475
JUN,TNFRSF10A,0.475
FAM92B,NCF4,0.475
FGF2,COL1A1,0.475
BCL2,IL7R,0.475
AHR,GHR,0.475
ALDH1B1,SLC5A5,0.475
SPP1,GAPDH,0.475
ALDH1A2,SLC5A5,0.475
CAST,CAPN5,0.475
GPNMB,AKT1,0.475
ENO3,ALDH1A1,0.475
RAC1,APOE,0.475
NOS2,KDR,0.475
NOS2,APOA1,0.475
GGT1,ESR1,0.475
CXCL12,HGF,0.475
NQO1,HMOX1,0.475
GNA12,AXIN1,0.475
ACOX1,ALDH2,0.474
CNR1,TAC1,0.474
EGFR,MMP8,0.474
NOS1,APOA1,0.474
AREG,CDH1,0.474
ALB,IL1A,0.474
EGFR,NFKBIA,0.474
TSPO,MSH2,0.474
PEPD,NAMPT,0.474
MUC1,KRT8,0.474
CYP7A1,SULT2A1,0.474
GAPDH,PPP5C,0.474
MSLN,ERBB2,0.474
CDKN2A,IL6,0.474
IRS1,SERPINE1,0.474
TF,A2M,0.474
ASAH2,MBTPS1,0.474
MTHFR,XRCC3,0.474
MYC,SOCS3,0.474
PRKCB,PIK3CA,0.474
NOD2,IL18,0.474
ERBB4,MET,0.474
FGFR2,CCND1,0.474
PTPRO,TP53,0.474
BRCA1,SFN,0.474
CTGF,FOS,0.474
EDN1,STAT3,0.474
VEGFA,CDKN1B,0.474
IL10,LBP,0.474
INHBE,FGF2,0.474
RPS6KA3,EGFR,0.474
HNF4A,WIF1,0.474
B3GAT1,CTLA4,0.474
PTPRC,TYROBP,0.474
MUC2,TSPO,0.474
THBS1,IL6,0.474
MTHFR,ABCB1,0.474
RPS6KA3,ALB,0.474
IL6,CDKN1B,0.474
PTPN22,IL23R,0.474
CAT,APOB,0.474
CXCL1,CSF3,0.474
SOD2,PPIF,0.474
CDH13,SFRP1,0.474
PCK1,CYP7A1,0.474
CTNNB1,STK11,0.474
ITGAM,IL7R,0.474
CASP3,CCNE1,0.473
CTGF,MMP14,0.473
MUTYH,SMAD4,0.473
FGF7,CDH1,0.473
CTNNB1,PDGFRA,0.473
IKZF3,KRAS,0.473
BCL2L1,KDR,0.473
CD44,CD86,0.473
FHIT,BCL2,0.473
PTGS2,IL1A,0.473
ACE,ABCB11,0.473
STK11,CDKN1B,0.473
PDGFB,IGF1,0.473
NOTCH4,CD40,0.473
CDKN1A,MSH2,0.473
HNF4A,TGFB1,0.473
GSK3B,FGF2,0.473
ETS1,RUNX3,0.473
VEGFA,TERT,0.473
IL9,IL6,0.473
ERBB4,PTPN2,0.473
IGF1R,FOXA1,0.473
MSH6,UMPS,0.473
PDGFRB,EGR1,0.473
CSF2,EGFR,0.473
PPARG,ERBB2,0.473
GLUL,ACO2,0.473
FGF3,NOTCH3,0.473
PDIA3,ATP5B,0.473
SMAD4,RB1,0.473
HSDL2,PEX11B,0.473
SRC,SLC9A3,0.473
CD244,CD226,0.473
RNF186,PTPN22,0.473
TLR9,RIPK2,0.473
PLG,KDR,0.472
IL17A,TSLP,0.472
CTGF,NOS3,0.472
WT1,EPCAM,0.472
UCP2,ALB,0.472
UCP2,PPARD,0.472
JUN,HPGDS,0.472
ME1,HSD17B6,0.472
PDGFRB,COL1A1,0.472
CCL7,CDKAL1,0.472
LPL,POMC,0.472
DNMT3A,MLH1,0.472
MMP9,BAX,0.472
VEGFA,FGF4,0.472
RPS6,JUN,0.472
VEGFA,TGFA,0.472
VEGFA,SMAD2,0.472
CTGF,FLT1,0.472
SDHB,ALB,0.472
HIC1,TIMP3,0.472
GCG,TGM2,0.472
REN,PPARA,0.472
TH,EGR1,0.472
GGT1,IL2,0.472
TXN,BCL2L1,0.472
ME1,ADH1B,0.472
IL8,BIRC3,0.472
BAX,ERBB2,0.472
FHIT,EGFR,0.472
GHRL,IGFBP1,0.472
ARNT,TP53,0.472
IGF1,HGF,0.472
LEP,PPARD,0.472
WT1,ERBB2,0.472
IL10,JAK2,0.472
SERPINB2,TIMP1,0.472
CSF2,GZMB,0.472
WWOX,GSTM1,0.472
MYC,SOCS1,0.472
MTHFR,DNMT3B,0.472
VEGFA,HEY2,0.472
PEX5,NUDT7,0.472
SOCS3,IL3,0.472
HSD17B6,FASN,0.472
TTLL9,ZSCAN22,0.472
ERBB2,CSF3,0.472
ETS1,MMP2,0.472
FOS,APOE,0.472
TSPO,IL7R,0.472
HSPA5,HMOX1,0.472
SERPINA1,INS,0.472
MMP2,NME1,0.472
JAG1,GAPDH,0.472
C1S,KNG1,0.472
FGF7,ESR1,0.472
IL10,ADIPOQ,0.472
IGF2R,ALB,0.472
RELA,PTEN,0.472
PTPRC,TNFRSF1A,0.472
TGM2,ALB,0.472
BAX,KRAS,0.472
SDHC,JUND,0.472
NFE2L2,NFKB1,0.472
BCL2,CTLA4,0.472
ATM,KRAS,0.472
ICOSLG,NT5E,0.472
IL10,ITGAL,0.472
TLR9,IL2,0.472
TSPO,IGFBP1,0.472
ACTA2,MAPK13,0.472
CDKN2A,PTER,0.472
GADL1,BTBD11,0.472
LEP,ADM,0.472
MME,CDH1,0.472
RPS6,PRKCB,0.472
TF,LCN2,0.472
CD86,TSPO,0.472
HBEGF,TGFB1,0.472
CNR1,AKT1,0.472
TLR4,SMAD3,0.472
SOCS3,IL22,0.472
DPYD,NOS2,0.472
HSD17B6,AKT1,0.472
JUN,CA2,0.472
SRC,GZMB,0.472
JAK2,F5,0.472
MET,TIMP1,0.472
GPT,ALB,0.472
PTPRC,APOE,0.472
NOS1,TAC1,0.472
MMP1,INS,0.472
CYR61,AKT1,0.472
TF,SDHC,0.472
F2,KRAS,0.472
FAS,CTLA4,0.472
MET,BIRC5,0.472
TRPV1,ALB,0.472
THBS1,EGR1,0.472
CTGF,KDR,0.472
CCK,ACHE,0.472
JUN,MAP3K8,0.472
SREBF2,GCK,0.472
AKT1,JAG1,0.472
MME,PKP1,0.472
AR,FGF2,0.472
TSPO,CYCS,0.472
JAK2,POMC,0.472
AR,MMP9,0.472
ACE,CAT,0.472
LEP,CA2,0.472
RAG2,GAPDH,0.472
TGFBR2,HRAS,0.472
HNF4A,BIRC5,0.472
AFP,CP,0.472
EDN1,PDGFB,0.472
ERBB2,TYMP,0.472
ADIPOQ,NFKB1,0.472
CTSD,SERPINE1,0.472
ATXN2,SH2B3,0.472
LOX,TGFB1,0.472
DPYD,NOS1,0.472
IGFBP2,ESR1,0.472
MMP9,CCL5,0.472
MTOR,CAT,0.472
KRT19,CCND1,0.472
CDH13,HIC1,0.472
GCG,SCD,0.472
GAPDH,GZMB,0.472
PLEK,TSC2,0.472
BCL2L11,PTEN,0.472
RELA,CDKN1A,0.472
TF,POMC,0.472
MMP1,HBEGF,0.472
CES2,ALB,0.472
IL8,KIT,0.472
HP,CAT,0.472
ITGAM,NOS3,0.472
IL10,RAG2,0.472
DAXX,RARA,0.472
HSD17B6,PPARG,0.472
IGF1,IL1B,0.472
IGF2R,PEG3,0.472
AGT,HSD17B6,0.472
GCG,GCKR,0.472
TSPO,HSPA9,0.472
PPARG,REN,0.472
KRT19,MET,0.472
APOE,EGR1,0.472
JUN,PLG,0.472
PRKCD,MAPK13,0.472
SERPINC1,HPSE,0.472
TXN,HIF1A,0.472
STAT3,AREG,0.472
LEP,PNPLA3,0.472
MAF,STAT3,0.472
BRCA2,GADD45A,0.472
ALB,CD81,0.472
SMAD3,PPARA,0.472
STAT1,HMOX1,0.472
SOCS1,BCL2L1,0.472
SRC,PLG,0.472
AVP,ESR1,0.472
MAPK8,AXIN1,0.472
ITGAM,BCL2L1,0.472
TIMP1,ESR1,0.472
WIF1,CCND1,0.472
CYP1A1,CAT,0.472
MYC,RAG2,0.472
PTPN22,SH2B3,0.472
IRS2,STAT6,0.472
HRAS,BAX,0.472
ATG16L1,RIPK2,0.472
CD86,CCL2,0.472
RAD51B,PIK3CA,0.472
ZSCAN22,GADL1,0.472
MCL1,ALB,0.472
MYC,FGF4,0.472
CAST,COPS5,0.472
GAST,SSTR1,0.472
BMP7,ALB,0.472
ALDH1A1,NOTCH1,0.472
DPYD,NOS3,0.472
TLR9,CTLA4,0.472
INS,PSMA4,0.472
VCAM1,EGR1,0.472
IL17A,GZMB,0.472
ABCC2,ALB,0.472
CTRC,PEPD,0.472
MAF,CRYAB,0.472
TMEM132D,TP53,0.472
AGTR1,SERPINE1,0.472
NLRP3,TSPO,0.472
VEGFA,CCL5,0.472
KIT,UCHL1,0.472
LEP,GGT1,0.472
ATF3,TSPO,0.472
F2,NOTCH1,0.472
MYC,PTK2,0.472
BRCA1,HIC1,0.472
SREBF1,PLIN2,0.472
MMP9,SERPINA1,0.472
KIT,MMP2,0.472
CASP8,ACHE,0.472
KRT19,CTNNB1,0.472
HPSE,MMP2,0.472
LAT,TSPO,0.472
ALAD,SC5DL,0.472
PPARA,CDKN1A,0.472
AGT,ADM,0.472
TP53,XBP1,0.472
UCP2,IL6,0.472
PDGFRB,CDH1,0.472
CCL5,TGFB1,0.472
PRKCA,TSPO,0.472
FASN,IL6,0.472
TJP2,ALB,0.472
SDHC,AHR,0.472
BRCA2,BCL2,0.472
CTGF,ACE,0.472
ALDOB,SLC2A2,0.472
CXCR2,CD74,0.472
CNR2,ALB,0.472
CEBPA,LPL,0.472
INS,CFTR,0.472
TF,TGFB1,0.472
CHEK2,ESR1,0.472
CDKN2A,MSH6,0.472
PTPN22,INS,0.472
ADAD1,IL21,0.472
FGF2,AREG,0.472
SOCS3,BCL2,0.472
RPS6,MYC,0.472
CYGB,EPO,0.472
CCR1,IL6,0.472
SRC,SST,0.472
TLR9,TSLP,0.472
AHR,NFKB1,0.472
RET,SST,0.472
AKT1,GHR,0.472
RTEL1,TERT,0.472
EGFR,GGT1,0.472
IGFBP1,POMC,0.472
CCL5,IL2,0.472
PRDM1,BCL2,0.472
ALDOB,CAT,0.472
HLA-DQB1,TSPO,0.472
PCSK5,ALB,0.472
CCL5,CD80,0.472
CCND1,NME1,0.472
FST,ESR1,0.472
CD44,KRT19,0.472
MYC,PLEK,0.472
BCL2,APOE,0.472
TNFRSF1B,NFKB1,0.472
EDN1,MTOR,0.472
CARD9,NOD2,0.472
TERT,ALB,0.472
MTOR,SKP2,0.472
MMP2,HMOX1,0.472
CSF2,CCR1,0.472
ALAS2,SLC40A1,0.472
MTHFR,CYP2E1,0.472
IGF1R,CDKN1A,0.472
IGF1,IL4,0.472
IL10RB,IL12RB2,0.472
SCAP,ACLY,0.472
PTPRC,KRT7,0.472
GCG,FGF7,0.472
KDR,SERPINE1,0.472
RB1,GAPDH,0.472
WWOX,MLH1,0.472
HNF4A,ABCB11,0.472
ALB,ADM,0.472
AQP3,IFNG,0.472
NOS3,EGF,0.472
CA2,GFER,0.472
PTEN,SNCA,0.472
CYP2A6,AHR,0.472
JUN,ACE,0.472
CEBPA,IL6,0.472
TTLL9,BTBD11,0.472
GSTP1,AHR,0.472
JAK2,IL13,0.472
JUN,GAST,0.472
IL18,GAPDH,0.472
KDR,APOE,0.472
KIT,NOTCH2,0.472
GSTM1,ALB,0.472
ACACA,F2,0.472
CXCL1,VEGFA,0.472
BCL2,SKP2,0.472
LEP,MIF,0.472
STAT1,GZMB,0.472
ACE,CCL2,0.472
F2,ACHE,0.472
MYLK,CDH1,0.472
TP53,PALB2,0.472
NFE2L2,GAPDH,0.472
ICAM1,THBS1,0.472
SERPINA1,APOE,0.472
BCL2,HNF4A,0.471
ACACA,NME1,0.471
THBS1,TYMP,0.471
ANXA5,CDKN1A,0.471
EPCAM,SNAI1,0.471
TSPO,PDIA3,0.471
SLC2A1,MTOR,0.471
VEGFA,SMAD3,0.471
STAT3,NR0B2,0.471
ALDH1A1,CDH1,0.471
TLR4,CXCR5,0.471
JUN,MIF,0.471
FOXM1,NR1I2,0.471
IRF2,HCFC1,0.471
VCAM1,CSF3,0.471
SNCA,APOE,0.471
CTNNB1,KRT7,0.471
PRSS3,GH1,0.471
DDIT3,ALB,0.471
TJP2,MYLK,0.471
TLR9,IL18,0.471
IL5,IL12B,0.471
PPARA,GGT1,0.471
SOCS1,ALB,0.471
ECE1,RET,0.471
F2,ACE,0.471
ADAM17,IL6,0.471
SERPINE1,MIF,0.471
TSPO,SPHK1,0.471
EDNRB,GAPDH,0.471
MEN1,CCND1,0.471
GNAS,HRAS,0.471
PPARA,KEAP1,0.471
RAG2,ALB,0.471
IFNB1,PPOX,0.471
MYC,TNFSF10,0.471
FOS,AREG,0.471
GCG,APOE,0.471
HSPA5,NFKBIA,0.471
BCL2L11,TNFRSF10B,0.471
FAS,AKT1,0.471
PDGFB,KRAS,0.471
GPNMB,PTPRC,0.471
VEGFB,IL12RB2,0.471
IL24,TP53,0.471
SLC2A2,PPARG,0.471
EDNRB,ADM,0.471
AKT1,NR0B2,0.471
PGD,PEPD,0.471
AKT1,IGFBP2,0.471
ADAM17,GAPDH,0.471
EGFR,MIF,0.471
RDX,ALB,0.471
HPGDS,TP53,0.471
SREBF1,IL6,0.471
TH,HSD17B6,0.471
CSF3,TGFB1,0.471
IKBKG,KRT8,0.471
RAG2,IL4,0.471
TNF,IL5,0.471
TSPO,IL1A,0.471
GADD45A,GDF15,0.471
FOS,FLT1,0.471
SMAD4,MSH6,0.471
PLG,NOS3,0.471
HSD17B6,HPGDS,0.471
CTGF,GREM1,0.471
ADAMTS1,AREG,0.471
CTSD,ACTA2,0.471
ALB,OSM,0.471
GOT1,ALB,0.471
TLR4,TYK2,0.471
JUN,FAS,0.471
LDLR,FDFT1,0.471
ADIPOQ,POMC,0.471
HIF1A,STC2,0.471
FLT1,SERPINE1,0.471
F2,GHR,0.471
HNF4A,CDKN1A,0.471
NOTCH2,GAPDH,0.471
CTGF,CCND1,0.471
SMAD3,IL6,0.471
JAG1,CCND1,0.471
BRCA1,CYP1A1,0.471
MMP9,CSF3,0.471
CYP1A1,AR,0.471
PDGFB,IL6,0.471
SPP1,TSPO,0.471
ANXA2,LGALS3,0.471
NOS1,GAPDH,0.471
TNFSF15,NKX2-3,0.471
ABCC8,IAPP,0.471
IL8,GGT1,0.471
ERBB4,INS,0.471
WWOX,TYMP,0.471
CD40,IL3,0.471
ALB,RB1,0.471
ACE,MMP2,0.471
ALB,SLC9A1,0.471
KCNJ11,ALB,0.471
FECH,ALB,0.471
JUN,AREG,0.471
BCL2,B3GAT1,0.471
ESR1,NME1,0.471
SPHK1,NOS3,0.471
ALDH1A1,ABAT,0.471
IKBKG,MAPK8,0.471
ANXA7,AGT,0.471
ITGAM,IL13,0.471
GPNMB,INS,0.471
MUC19,LACC1,0.471
FGFR2,BRCA2,0.471
CTRC,CFTR,0.471
PIK3CA,SLC22A4,0.471
ICAM1,APOA1,0.471
CASP8,ALB,0.471
SCD,ADIPOQ,0.471
RUNX3,SFRP1,0.471
IL24,BCL2,0.471
XIAP,IL6,0.471
GADD45A,BIRC5,0.471
CFB,TNF,0.471
BCL2,KRT7,0.471
MMP1,CCND1,0.471
TNF,IL22,0.47
FGF2,KRAS,0.47
IL6,RAF1,0.47
ADCY3,GAPDH,0.47
GPX1,HSD17B6,0.47
TSPO,OSM,0.47
ATG16L1,PTPN2,0.47
HLA-C,IL2,0.47
CHEK2,JUN,0.47
CSF2,TNFRSF1A,0.47
ITGAM,IRF5,0.47
ATG5,KEAP1,0.47
SRC,CEBPB,0.47
RPS6KA4,LPP,0.47
FLT1,CDH1,0.47
HADHB,ACO2,0.47
MAF,JUND,0.47
